node_id,cluster_id
0,0
435,0
190,0
863,0
743,0
1,0
828,0
99,0
775,0
723,0
8,0
535,0
745,0
169,0
345,0
12,0
21,0
51,0
155,0
41,0
746,0
46,0
889,0
383,0
173,0
687,0
252,0
76,0
768,0
564,0
292,0
270,0
73,0
74,0
77,0
761,0
80,0
386,0
82,0
421,0
90,0
91,0
92,0
97,0
834,0
731,0
755,0
167,0
284,0
385,0
715,0
430,0
392,0
582,0
477,0
210,0
324,0
100,0
109,0
136,0
142,0
444,0
742,0
144,0
148,0
734,0
211,0
165,0
551,0
367,0
678,0
249,0
178,0
179,0
187,0
654,0
191,0
199,0
203,0
207,0
553,0
213,0
612,0
222,0
223,0
789,0
235,0
241,0
244,0
247,0
857,0
268,0
271,0
273,0
737,0
733,0
276,0
279,0
575,0
506,0
289,0
291,0
294,0
310,0
619,0
323,0
330,0
337,0
341,0
344,0
348,0
362,0
372,0
189,0
375,0
508,0
394,0
403,0
411,0
418,0
425,0
426,0
458,0
468,0
236,0
478,0
480,0
803,0
529,0
544,0
554,0
175,0
34,0
593,0
605,0
606,0
710,0
648,0
649,0
735,0
650,0
658,0
668,0
674,0
679,0
691,0
713,0
714,0
718,0
801,0
566,0
764,0
762,0
135,0
749,0
769,0
473,0
845,0
788,0
806,0
308,0
440,0
462,0
533,0
580,0
724,0
587,0
17,0
523,0
182,0
288,0
456,0
707,0
331,0
632,0
108,0
686,0
895,0
264,0
327,0
162,0
262,0
641,0
647,0
459,0
320,0
218,0
340,0
779,0
302,0
514,0
543,0
313,0
565,0
567,0
493,0
833,0
363,0
843,0
854,0
856,0
859,0
884,0
197,1
786,1
767,1
708,1
260,1
562,1
774,1
5,2
400,2
79,2
537,2
407,2
870,2
398,2
437,2
799,2
60,2
509,2
420,2
604,2
368,2
185,2
315,2
633,3
696,3
230,3
416,3
728,3
877,3
851,3
381,4
871,4
894,4
325,4
274,4
6,5
442,5
891,5
527,5
117,5
129,5
751,5
581,5
61,5
488,5
39,5
151,5
646,5
496,5
81,5
85,5
221,6
711,6
550,6
452,6
501,6
334,6
727,7
829,7
568,7
682,7
15,7
18,7
297,7
23,7
450,7
33,7
600,7
346,7
881,7
893,7
263,7
326,7
332,7
36,7
40,7
110,7
390,7
44,7
121,7
226,7
842,7
45,7
517,7
602,7
879,7
634,7
531,7
577,7
208,7
448,7
119,7
476,7
610,7
622,7
335,7
59,7
866,7
874,7
787,7
93,7
827,7
318,7
180,7
242,7
583,7
904,7
67,7
887,7
410,7
69,7
216,7
71,7
409,7
132,7
139,7
78,7
192,7
491,7
258,7
102,7
105,7
116,7
118,7
451,7
342,7
699,7
380,7
120,7
525,7
343,7
607,7
122,7
126,7
233,7
134,7
503,7
137,7
149,7
765,7
676,7
228,7
214,7
397,7
170,7
186,7
502,7
359,7
797,7
832,7
528,7
868,7
220,7
595,7
599,7
393,7
231,7
373,7
238,7
257,7
814,7
272,7
277,7
38,7
290,7
299,7
512,7
311,7
353,7
358,7
360,7
361,7
377,7
780,7
378,7
389,7
404,7
405,7
702,7
422,7
423,7
427,7
831,7
438,7
446,7
447,7
629,7
453,7
460,7
483,7
489,7
494,7
546,7
499,7
500,7
507,7
740,7
902,7
524,7
526,7
539,7
542,7
545,7
706,7
569,7
584,7
586,7
589,7
596,7
778,7
744,7
620,7
621,7
644,7
645,7
820,7
657,7
651,7
655,7
662,7
665,7
850,7
670,7
846,7
684,7
719,7
873,7
556,7
626,7
636,7
805,7
611,7
547,7
818,7
540,7
399,7
304,7
716,7
454,7
98,7
287,7
643,7
753,7
521,7
518,7
321,7
672,7
865,7
156,7
152,7
898,7
232,7
445,7
901,7
312,7
782,7
652,7
3,7
355,7
365,7
759,7
32,7
570,7
150,7
609,7
280,7
181,7
849,7
198,7
837,7
338,7
215,7
248,7
793,7
4,7
154,7
660,7
352,7
601,7
16,7
300,7
519,7
70,7
804,7
30,7
572,7
504,7
631,7
306,7
557,7
254,7
200,7
826,7
900,7
905,7
123,7
630,7
374,7
598,7
809,7
286,7
229,7
351,7
802,7
140,7
675,7
467,7
486,7
688,7
574,7
147,7
579,7
588,7
591,7
47,7
28,7
862,7
703,7
819,7
813,7
184,7
841,7
282,7
690,7
812,7
237,7
772,7
638,7
176,7
293,7
465,7
251,7
756,7
653,7
127,7
406,7
